timestamp,s_no,report_week,hospital_code,hospital_type,federal_entity,administrative_entity,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,operability_icu,operability_icu_p,operability_er,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,rrt_staff_nurse,rrt_staff_nurse_nephrologist,arch_beds_count,op_beds_count,op_beds_er_count,nutr_avail,nutr_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wash_failure_sx
2019-11-27,199,47 of 2019,DCA000,type IV,Dtto Capital,Military health,,Works between 3 and 5 days,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,,,,,,,,Days 3 to 5,Days 3 to 5,Days 3 to 5,Less than 3 days,nonoperating,Less than 3 days,Less than 3 days,Less than 3 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,Days 3 to 5,SÃ,SÃ,,,,,,,,,,,,,,,,,,,,,425,400,8,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T01: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,12,8,4,6,7,9,4,3,8,5,3,There was water every day,There was water every day,There was water every day
2019-11-27,508,48 of 2019,DCA002,type IV,Dtto Capital,MPPS,,There does not work,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,0.0,,Every day,Between 1 and 2 days,Between 1 and 2 days,Has never been,Every day,Every day,Days 3 to 5,Less than 3 days,nonoperating,nonoperating,nonoperating,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,There were no,There were no,Every day,Every day,Every day,Every day,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,SÃ,SÃ,12.0,0.0,,,,10.0,8.0,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Every day,Has never been,Every day,Between 1 and 2 days,Between 1 and 2 days,85,42,16,SÃ,Do not,,,,,1899-12-30T00: 40: 00.000Z,1899-12-30T00: 15: 00.000Z,4,0,0,2,3,4,1,0,1,3,2,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
2019-11-28,97,46 of 2019,ARA001,type IV,Aragua,Military health,0,It works every day,Yes,0.0,Yes,1,Days 3 to 5,1899-12-30T02: 00: 00.000Z,Do not,0.0,,0.0,,,,,Every day,Has never been,Every day,Every day,Days 3 to 5,Less than 3 days,Has never been,Less than 3 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,There were no,Every day,Every day,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Every day,Days 3 to 5,Every day,Every day,Every day,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,304,103,23,SÃ,SÃ,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T12: 00: 00.000Z,1899-12-30T09: 00: 00.000Z,19,7,0,5,7,12,8,0,3,4,8,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2019-11-28,94,47 of 2019,ARA001,type IV,Aragua,Military health,0,It works every day,Yes,0.0,Yes,1,Within 3 days,1899-12-30T03: 00: 00.000Z,Do not,0.0,,0.0,,,,,Every day,Has never been,Every day,Every day,Less than 3 days,Less than 3 days,Has never been,nonoperating,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Every day,There were no,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Every day,Every day,Days 3 to 5,Every day,Every day,There were no,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Every day,Between 1 and 2 days,Days 3 to 5,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,304,103,23,SÃ,SÃ,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T11: 00: 00.000Z,1899-12-30T08: 00: 00.000Z,19,7,0,5,6,12,7,0,3,5,8,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2019-11-29,29,47 of 2019,AMA000,type II,Amazonas,MPPS,,There does not work,Yes,,Yes,2,Days 3 to 5,1899-12-30T04: 00: 00.000Z,Do not,1.0,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",0.0,,,,,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,Every day,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Every day,Every day,Every day,Every day,Every day,There were no,Every day,SÃ,Do not,,,,,,,,,,,,,,,,,,,,,170,42,23,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1900-01-02T00: 00: 00.000Z,1899-12-30T09: 00: 00.000Z,1,3,3,2,2,1,3,2,1,2,2,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
2019-11-29,48,48 of 2019,ANZ000,type IV,Anzoategui,MPPS,,It works every day,Yes,,Yes,1,Within 3 days,1899-12-30T01: 00: 00.000Z,Do not,,,,,,,,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,Every day,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,Every day,Every day,There were no,Every day,Days 3 to 5,Every day,Every day,There were no,There were no,Every day,There were no,There were no,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,320,240,55,Do not,,,,,,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 20: 00.000Z,21,18,8,24,12,21,18,8,8,12,6,There was water every day,There was water every day,There was water every day
2019-11-29,399,46 of 2019,ZUL001,type IV,Zulia,MPPS,,It works less than 3 days,No,,No,1,Within 3 days,1899-12-30T00: 30: 00.000Z,Do not,,,,,There were no,Between 1 and 2 days,Between 1 and 2 days,nonoperating,nonoperating,Every day,Days 3 to 5,Days 3 to 5,nonoperating,nonoperating,nonoperating,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,SÃ,SÃ,2.0,1.0,1.0,0.0,1.0,1.0,1.0,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,There were no,Between 1 and 2 days,,,,,,189,98,74,SÃ,SÃ,Between 1 and 2 days,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There has never been-dairy formulas,1899-12-31T06: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,2,2,0,4,4,2,2,0,1,2,0,There was no water any public day,"3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2019-11-29,536,48 of 2019,GUA000,type III,Guarico,MPPS,None,It works every day,Yes,0.0,Yes,2,Within 3 days,1899-12-30T00: 10: 00.000Z,Do not,0.0,,1.0,Medicines,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,nonoperating,nonoperating,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,There were no,Days 3 to 5,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,Between 1 and 2 days,Every day,Every day,There were no,Every day,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,SÃ,SÃ,6.0,2.0,14.0,0.0,14.0,6.0,3.0,Every day,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,There were no,Every day,Every day,160,150,22,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,26,8,2,14,0,14,5,2,4,8,0,There was water every day,"3 to 5 days, with alternate support",There was water every day
2019-11-29,582,48 of 2019,MER000,type IV,Merida,MPPS,,It works every day,Yes,,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,,,,,Days 3 to 5,Days 3 to 5,There were no,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,Every day,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Between 1 and 2 days,Every day,Between 1 and 2 days,Every day,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,Every day,Every day,SÃ,SÃ,16.0,0.0,14.0,2.0,14.0,9.0,7.0,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,any public day,Every day,Has never been,Every day,Every day,Every day,818,600,100,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T01: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,1,1,1,1,0,1,1,1,3,1,0,There was water every day,There was water every day,There was water every day
2019-11-29,408,47 of 2019,MIR000,type IV,Dtto Capital,IVSS,,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,,,,,Between 1 and 2 days,There were no,There were no,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Every day,Every day,Every day,Every day,Between 1 and 2 days,Days 3 to 5,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,SÃ,SÃ,40.0,15.0,25.0,15.0,25.0,40.0,15.0,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,There were no,There were no,There were no,Every day,There were no,600,490,50,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T06: 00: 00.000Z,1899-12-30T02: 00: 00.000Z,30,15,7,40,15,30,10,5,2,10,10,There was no water any public day,There was no water any public day,There was no water any public day
2019-11-29,404,48 of 2019,MIR000,type IV,Dtto Capital,IVSS,,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,,,,,Between 1 and 2 days,There were no,There were no,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,There were no,There were no,There were no,There were no,Every day,Every day,Every day,Every day,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,SÃ,SÃ,50.0,25.0,,15.0,35.0,40.0,15.0,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,There were no,There were no,There were no,Days 3 to 5,There were no,600,490,50,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T06: 00: 00.000Z,1899-12-30T02: 00: 00.000Z,30,15,8,30,15,30,10,5,2,15,20,There was no water any public day,There was no water any public day,There was no water any public day
2019-11-29,26,48 of 2019,AMA000,type II,Amazonas,MPPS,,It works less than 3 days,Yes,,Yes,3,Days 3 to 5,1899-12-30T06: 00: 00.000Z,Do not,2.0,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",0.0,,,,,Every day,nonoperating,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Every day,Every day,Every day,Every day,Every day,There were no,Every day,SÃ,Do not,,,,,,,,,,,,,,,,,,,,,170,53,28,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1900-01-02T00: 00: 00.000Z,1900-01-02T00: 00: 00.000Z,1,3,2,3,2,1,2,2,1,3,1,There was no water any public day,There was no water any public day,There was no water any public day
2019-11-29,9,46 of 2019,AMA000,type II,Amazonas,MPPS,,There does not work,Yes,,Yes,3,Days 3 to 5,1899-12-30T06: 00: 00.000Z,Do not,2.0,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",1.0,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,Days 3 to 5,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,Days 3 to 5,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,Every day,Every day,Every day,Every day,Between 1 and 2 days,There were no,Every day,SÃ,Do not,,,,,,,,,,,,,,,,,,,,,170,47,25,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1900-01-02T00: 00: 00.000Z,1899-12-30T13: 00: 00.000Z,1,5,2,3,2,1,2,2,1,3,1,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
2019-11-29,776,48 of 2019,VAR000,type III,Vargas,IVSS,,It works every day,Yes,0.0,Yes,1,Days 3 to 5,1899-12-30T04: 00: 00.000Z,Do not,0.0,,,"Other structural (water, O2, suction)",Every day,Has never been,Every day,nonoperating,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,SÃ,SÃ,18.0,0.0,18.0,0.0,18.0,27.0,17.0,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Has never been,Every day,Every day,140,120,12,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T00: 20: 00.000Z,1899-12-30T00: 00: 00.000Z,4,2,0,14,0,4,2,1,2,6,0,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2019-11-30,421,48 of 2019,APU000,type III,Apure,"MPPS, Gob. State",0,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,1.0,Equipment,0.0,Equipment,,There were no,There were no,Every day,Every day,Every day,Days 3 to 5,Less than 3 days,Has never been,Has never been,nonoperating,Every day,Every day,Every day,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Every day,There were no,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Every day,Every day,SÃ,SÃ,14.0,0.0,14.0,5.0,9.0,4.0,4.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,any public day,Every day,Every day,Every day,Every day,Has never been,200,178,27,SÃ,SÃ,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T00: 20: 00.000Z,1899-12-30T00: 25: 00.000Z,20,7,2,10,3,20,5,2,3,10,3,"<3 days, with alternate support","<3 days, with alternate support","<3 days, with alternate support"
2019-11-30,826,48 of 2019,BAR000,type IV,Barinas,"MPPS, Military Health, Govt. State, Barrio Adentro",,It works every day,Yes,,Yes,1,Days 3 to 5,1899-12-30T01: 00: 00.000Z,Do not,,,,,There were no,There were no,There were no,Every day,Every day,Every day,Every day,nonoperating,Less than 3 days,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,Days 3 to 5,There were no,There were no,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,SÃ,SÃ,48.0,0.0,48.0,5.0,43.0,16.0,16.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,Every day,Days 3 to 5,Every day,Every day,Days 3 to 5,Every day,230,190,48,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T05: 00: 00.000Z,1899-12-30T05: 00: 00.000Z,3,1,3,2,1,3,2,3,2,2,1,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
2019-11-30,164,48 of 2019,BOL001,type III,Bolivar,IVSS,,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,7.0,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",5.0,"Equipment, drugs, human resources, structural Rest (water, O2, suction), lack blood",,,,nonoperating,Every day,Every day,Every day,nonoperating,Has never been,Has never been,nonoperating,Between 1 and 2 days,Between 1 and 2 days,There were no,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Every day,Between 1 and 2 days,Every day,Between 1 and 2 days,Days 3 to 5,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,300,108,52,Do not,,,,,,1899-12-30T06: 30: 00.000Z,1899-12-30T05: 00: 00.000Z,10,12,2,24,6,10,12,1,3,10,6,There was no water any public day,There was water every day,There was water every day
2019-12-01,656,46 of 2019,SUC000,type IV,Sucre,"MPPS, Gob. State, Barrio Adentro",None,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,0.0,,Every day,Every day,Every day,Every day,nonoperating,Every day,Every day,Less than 3 days,nonoperating,Less than 3 days,Less than 3 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Days 3 to 5,There were no,Every day,Every day,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,There were no,Every day,Every day,SÃ,SÃ,40.0,10.0,30.0,10.0,30.0,13.0,8.0,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,There were no,Every day,Every day,Between 1 and 2 days,360,255,43,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There has never been-dairy formulas,1899-12-30T01: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,24,9,10,18,2,24,9,10,8,18,5,There was water every day,There was water every day,There was water every day
