s_no,timestamp,report_week,hospital_code,hospital_type,federal_entity,administrative_entity,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,strike_medical_staff_affected,strike_nurses_affected,strike_other_staff_affected,strike_patients_affected,strike_other_affected,staff_violence_affected_reasons,epidemiological_emergency_suspected_diseases,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,nCoV_face_mask_avail,nCoV_respiratory_isolation_protocol_avail,nCoV_isolation_area_avail,operability_icu,operability_icu_p,operability_er,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_date_stopped_operability,rrt_reason_stopped_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_peritoneal_reason_not_performed,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,rrt_staff_nurse,rrt_staff_nurse_nephrologist,arch_beds_count,op_beds_count,op_beds_er_count,nutr_avail,nutr_operability,nutr_date_stopped_operability,nutr_reason_stopped_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wash_failure_sx
567,2020-02-01T13: 27: 33.638Z,5 of 2020,MER000,type IV,M√ © rida,MPPS,,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,NA,,NA,,,,,,,"Theft, robbery or shooting inside the hospital.",,Days 3 to 5,Every day,Every day,Option 1,Do not,Do not,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,Every day,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,Every day,There were no,There were no,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,S√,S√,,,5,0,Lack of surgical material lack of input method © physicians,5,0,5,9,3,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,There were no,any public day,Every day,Has never been,Every day,Every day,Every day,800,500,100,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T02: 00: 00.000Z,1899-12-30T02: 00: 00.000Z,1,1,1,1,0,1,1,1,3,1,0,There was water every day,There was water every day,There was water every day
568,2019-10-12T12: 23: 08.333Z,41 2019,MER000,type IV,M√ © rida,MPPS,0,It works every day,Do not,0,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,0,,NA,,,,,,,"Theft, robbery or shooting inside the hospital.",,Days 3 to 5,Every day,Between 1 and 2 days,,,,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Every day,Between 1 and 2 days,Every day,Every day,Every day,Every day,Between 1 and 2 days,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,Every day,Every day,S√,S√,,,16,0,Lack of surgical material lack of input method © physicians,8,3,5,9,4,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,Between 1 and 2 days,any public day,Every day,Has never been,Every day,Every day,Every day,818,813,100,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T01: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,2,2,1,3,0,1,1,1,3,2,0,There was water every day,There was water every day,There was water every day
569,2019-09-29T12: 10: 26.981Z,39 of 2019,MER000,type IV,M√ © rida,MPPS,,It works every day,Do not,0,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,0,,NA,,,,,,,"Theft, robbery or shooting inside the hospital.",,Every day,Every day,Days 3 to 5,,,,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,Every day,Every day,S√,S√,,,40,0,Lack of surgical material lack of input method © physicians,16,12,4,9,4,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,any public day,Every day,There were no,Every day,Every day,Every day,818,818,100,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T01: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,4,2,3,3,0,2,1,1,3,2,0,There was water every day,There was water every day,There was water every day
570,2020-01-25T15: 09: 05.121Z,4 2020,MER000,type IV,M√ © rida,MPPS,,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,NA,,NA,,,,,,,"Theft, robbery or shooting inside the hospital.",,Between 1 and 2 days,Every day,Every day,Option 1,Do not,S√,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Every day,There were no,There were no,Days 3 to 5,Every day,There were no,There were no,There were no,Every day,There were no,Every day,Every day,Days 3 to 5,Every day,There were no,There were no,Every day,Every day,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Every day,S√,S√,,,5,0,Lack of surgical material lack of input method © physicians,5,1,4,9,3,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,There were no,any public day,Every day,Has never been,Every day,Every day,Every day,800,500,100,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T02: 30: 00.000Z,1899-12-30T02: 30: 00.000Z,1,1,1,1,0,1,1,1,3,1,0,There was water every day,There was water every day,There was water every day
571,2019-12-18T02: 43: 45.510Z,50 2019,MER000,type IV,M√ © rida,MPPS,,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,NA,,NA,,,,,,,"Theft, robbery or shooting inside the hospital.",,Every day,Every day,There were no,,,,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,Every day,There were no,There were no,Between 1 and 2 days,Every day,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,There were no,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,S√,S√,,,15,0,Lack of surgical material lack of input method © physicians,9,5,4,9,7,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,There were no,any public day,Every day,Has never been,Every day,Every day,Every day,800,640,100,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T02: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,1,1,1,1,0,1,1,1,3,1,0,There was water every day,There was water every day,There was water every day
572,2020-01-20T18: 59: 31.583Z,1 2020,MER000,type IV,M√ © rida,MPPS,,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,NA,,NA,,,,,,,"Theft, robbery or shooting inside the hospital.",,Between 1 and 2 days,Every day,Every day,,,,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Every day,There were no,There were no,Between 1 and 2 days,Days 3 to 5,There were no,Days 3 to 5,There were no,Days 3 to 5,Between 1 and 2 days,Every day,Every day,Days 3 to 5,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,S√,S√,,,6,0,Lack of surgical material lack of input method © physicians,5,1,5,9,3,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,There were no,any public day,Every day,Has never been,Every day,Every day,Every day,800,550,100,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T02: 00: 00.000Z,1899-12-30T02: 00: 00.000Z,1,1,1,1,0,1,1,1,3,1,0,There was water every day,There was water every day,There was water every day
573,2019-09-15T21: 57: 10.789Z,37 2019,MER000,type IV,M√ © rida,MPPS,0,It works every day,Do not,0,Yes,2,Days 3 to 5,1899-12-30T02: 00: 00.000Z,Do not,0,STATUS OF THE PATIENT,0,DIED OF THE CONDITION,,,,,,"Theft, robbery or shooting inside the hospital.",,Days 3 to 5,Every day,Days 3 to 5,,,,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,There were no,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Between 1 and 2 days,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,S√,S√,,,8,0,Lack of surgical equipment,6,3,6,9,5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,There were no,Every day,Every day,Days 3 to 5,817,623,60,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T02: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,3,2,2,4,0,2,1,1,3,3,0,There was water every day,There was water every day,There was water every day
574,2019-10-19T21: 04: 29.575Z,42 2019,MER000,type IV,M√ © rida,MPPS,,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,NA,,NA,,,,,,,"Theft, robbery or shooting inside the hospital.",,Between 1 and 2 days,Days 3 to 5,There were no,,,,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,Between 1 and 2 days,Every day,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,S√,S√,,,18,0,Lack of surgical material lack of input method © physicians,17,3,14,8,7,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,Between 1 and 2 days,Between 1 and 2 days,any public day,Every day,Has never been,Every day,Every day,Every day,818,760,100,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T01: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,2,2,1,1,0,1,1,1,3,1,0,There was water every day,There was water every day,There was water every day
575,2020-01-20T19: 12: 33.926Z,2 2020,MER000,type IV,M√ © rida,MPPS,,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,NA,,NA,,,,,,,"Theft, robbery or shooting inside the hospital.",,Days 3 to 5,Days 3 to 5,Days 3 to 5,,,,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,nonoperating,nonoperating,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Every day,Between 1 and 2 days,Every day,S√,S√,,,5,0,Lack of surgical material lack of input method © physicians,5,1,4,9,3,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,There were no,any public day,Every day,Has never been,Every day,Every day,Every day,800,550,100,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T02: 00: 00.000Z,1899-12-30T02: 00: 00.000Z,1,1,1,1,0,1,1,1,3,1,0,There was water every day,There was water every day,There was water every day
576,2019-11-26T01: 11: 30.500Z,47 of 2019,MER000,type IV,M√ © rida,MPPS,,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,NA,,NA,,Protests with temporary suspension of activities,,,,,"Theft, robbery or shooting inside the hospital.",,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,,,,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Every day,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Days 3 to 5,Every day,Every day,S√,S√,,,20,0,Lack of surgical material lack of input method © physicians,16,4,16,9,7,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,any public day,Every day,Has never been,Every day,Every day,Every day,818,650,100,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T01: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,2,1,1,2,0,1,1,1,3,1,1,There was water every day,There was water every day,There was water every day
577,2019-10-25T20: 08: 29.902Z,43 2019,MER000,type IV,M√ © rida,MPPS,0,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T01: 00: 00.000Z,Do not,NA,,NA,,,,,,,"Theft, robbery or shooting inside the hospital.",,Between 1 and 2 days,Between 1 and 2 days,There were no,,,,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,Every day,Every day,S√,S√,,,24,16,Lack of surgical material lack of input method © physicians,20,6,14,9,7,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,any public day,Every day,There were no,Every day,Every day,Every day,818,800,100,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T01: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,2,2,1,1,0,1,1,1,3,1,0,There was water every day,There was water every day,There was water every day
578,2019-10-08T00: 31: 45.278Z,40 of 2019,MER000,type IV,M√ © rida,MPPS,,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,NA,,NA,,,,,,,"Theft, robbery or shooting inside the hospital.",,Days 3 to 5,Every day,Every day,,,,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,Every day,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Every day,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,Every day,Every day,S√,S√,,,26,0,Lack of surgical material lack of input method © physicians,12,10,2,9,6,Every day,Every day,Every day,Days 3 to 5,Every day,Days 3 to 5,Between 1 and 2 days,any public day,Every day,Has never been,Every day,Every day,Every day,818,800,90,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T01: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,2,2,1,2,0,1,1,1,3,2,0,There was water every day,There was water every day,There was water every day
579,2019-11-16T20: 46: 34.196Z,46 of 2019,MER000,type IV,M√ © rida,MPPS,,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T03: 00: 00.000Z,Do not,NA,,NA,,Protests with temporary suspension of activities,,,,,"Theft, robbery or shooting inside the hospital.",,Days 3 to 5,Days 3 to 5,There were no,,,,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,S√,S√,,,24,1,,22,4,20,9,7,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,any public day,Every day,Has never been,Every day,Every day,Every day,818,600,100,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T01: 00: 00.000Z,1899-12-30T00: 28: 00.000Z,2,2,1,2,0,1,1,1,3,1,0,There was water every day,"3 to 5 days, with alternate support",There was water every day
580,2019-11-16T20: 07: 10.940Z,45 2019,MER000,type IV,M√ © rida,MPPS,,It works every day,Do not,NA,Yes,3,Every day,1899-12-30T02: 00: 00.000Z,Do not,NA,,NA,,Protests with temporary suspension of activities,,,,,"Theft, robbery or shooting inside the hospital.",,Every day,Between 1 and 2 days,Between 1 and 2 days,,,,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,S√,S√,,,24,1,,20,2,18,9,7,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,any public day,Every day,Has never been,Every day,Every day,Every day,818,700,100,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T01: 00: 00.000Z,1899-12-30T00: 35: 00.000Z,2,2,2,2,0,1,1,1,3,2,0,There was water every day,There was water every day,There was water every day
